Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
C4,80DE801040,268,0000,267,0000,000,0267,FFFF,088,1000C5
C5,8001401040,268,0000,267,0000,000,0267,FFFF,088,100001
01,00A0009004,268,0000,268,0000,000,0268,FFFF,088,100002
02,0104009420,269,0000,268,0000,000,0268,FFFF,088,100003
03,0002009001,269,0000,268,0000,000,0268,FFFF,088,100004
04,8109804002,269,0000,268,0000,000,0268,FFFF,088,100005
05,810C404002,269,0000,268,0000,000,0268,FFFF,088,100006
06,810C204002,269,0000,268,0000,000,0268,FFFF,088,100007
07,8078104002,269,0000,268,0000,000,0268,FFFF,088,100078
78,81A4084002,269,0000,268,0000,000,0268,FFFF,088,100079
79,8189044002,269,0000,268,0000,000,0268,FFFF,088,10007A
7A,817D024002,269,0000,268,0000,000,0268,FFFF,088,10007B
7B,80C4014002,269,0000,268,0000,000,0268,FFFF,088,1000C4
C4,80DE801040,269,0000,268,0000,000,0268,FFFF,088,1000C5
C5,8001401040,269,0000,268,0000,000,0268,FFFF,088,100001
01,00A0009004,269,0000,269,0000,000,0269,FFFF,088,100002
02,0104009420,26A,0000,269,0000,000,0269,FFFF,088,100003
03,0002009001,26A,0000,269,0000,000,0269,FFFF,088,100004
04,8109804002,26A,0000,269,0000,000,0269,FFFF,088,100005
05,810C404002,26A,0000,269,0000,000,0269,FFFF,088,100006
06,810C204002,26A,0000,269,0000,000,0269,FFFF,088,100007
07,8078104002,26A,0000,269,0000,000,0269,FFFF,088,100078
78,81A4084002,26A,0000,269,0000,000,0269,FFFF,088,100079
79,8189044002,26A,0000,269,0000,000,0269,FFFF,088,10007A
7A,817D024002,26A,0000,269,0000,000,0269,FFFF,088,10007B
7B,80C4014002,26A,0000,269,0000,000,0269,FFFF,088,1000C4
C4,80DE801040,26A,0000,269,0000,000,0269,FFFF,088,1000C5
C5,8001401040,26A,0000,269,0000,000,0269,FFFF,088,100001
01,00A0009004,26A,0000,26A,0000,000,026A,FFFF,088,100002
02,0104009420,26B,0000,26A,0000,000,026A,FFFF,088,100003
03,0002009001,26B,0000,26A,0000,000,026A,FFFF,088,100004
04,8109804002,26B,0000,26A,0000,000,026A,FFFF,088,100005
05,810C404002,26B,0000,26A,0000,000,026A,FFFF,088,100006
06,810C204002,26B,0000,26A,0000,000,026A,FFFF,088,100007
07,8078104002,26B,0000,26A,0000,000,026A,FFFF,088,100078
78,81A4084002,26B,0000,26A,0000,000,026A,FFFF,088,100079
79,8189044002,26B,0000,26A,0000,000,026A,FFFF,088,10007A
7A,817D024002,26B,0000,26A,0000,000,026A,FFFF,088,10007B
7B,80C4014002,26B,0000,26A,0000,000,026A,FFFF,088,1000C4
C4,80DE801040,26B,0000,26A,0000,000,026A,FFFF,088,1000C5
C5,8001401040,26B,0000,26A,0000,000,026A,FFFF,088,100001
01,00A0009004,26B,0000,26B,0000,000,026B,FFFF,088,100002
02,0104009420,26C,0000,26B,0000,000,026B,FFFF,088,100003
03,0002009001,26C,0000,26B,0000,000,026B,FFFF,088,100004
04,8109804002,26C,0000,26B,0000,000,026B,FFFF,088,100005
05,810C404002,26C,0000,26B,0000,000,026B,FFFF,088,100006
06,810C204002,26C,0000,26B,0000,000,026B,FFFF,088,100007
07,8078104002,26C,0000,26B,0000,000,026B,FFFF,088,100078
78,81A4084002,26C,0000,26B,0000,000,026B,FFFF,088,100079
79,8189044002,26C,0000,26B,0000,000,026B,FFFF,088,10007A
7A,817D024002,26C,0000,26B,0000,000,026B,FFFF,088,10007B
7B,80C4014002,26C,0000,26B,0000,000,026B,FFFF,088,1000C4
C4,80DE801040,26C,0000,26B,0000,000,026B,FFFF,088,1000C5
C5,8001401040,26C,0000,26B,0000,000,026B,FFFF,088,100001
01,00A0009004,26C,0000,26C,0000,000,026C,FFFF,088,100002
02,0104009420,26D,0000,26C,0000,000,026C,FFFF,088,100003
03,0002009001,26D,0000,26C,0000,000,026C,FFFF,088,100004
04,8109804002,26D,0000,26C,0000,000,026C,FFFF,088,100005
05,810C404002,26D,0000,26C,0000,000,026C,FFFF,088,100006
06,810C204002,26D,0000,26C,0000,000,026C,FFFF,088,100007
07,8078104002,26D,0000,26C,0000,000,026C,FFFF,088,100078
78,81A4084002,26D,0000,26C,0000,000,026C,FFFF,088,100079
79,8189044002,26D,0000,26C,0000,000,026C,FFFF,088,10007A
7A,817D024002,26D,0000,26C,0000,000,026C,FFFF,088,10007B
7B,80C4014002,26D,0000,26C,0000,000,026C,FFFF,088,1000C4
C4,80DE801040,26D,0000,26C,0000,000,026C,FFFF,088,1000C5
C5,8001401040,26D,0000,26C,0000,000,026C,FFFF,088,100001
01,00A0009004,26D,0000,26D,0000,000,026D,FFFF,088,100002
02,0104009420,26E,0000,26D,0000,000,026D,FFFF,088,100003
03,0002009001,26E,0000,26D,0000,000,026D,FFFF,088,100004
04,8109804002,26E,0000,26D,0000,000,026D,FFFF,088,100005
05,810C404002,26E,0000,26D,0000,000,026D,FFFF,088,100006
06,810C204002,26E,0000,26D,0000,000,026D,FFFF,088,100007
07,8078104002,26E,0000,26D,0000,000,026D,FFFF,088,100078
78,81A4084002,26E,0000,26D,0000,000,026D,FFFF,088,100079
79,8189044002,26E,0000,26D,0000,000,026D,FFFF,088,10007A
7A,817D024002,26E,0000,26D,0000,000,026D,FFFF,088,10007B
7B,80C4014002,26E,0000,26D,0000,000,026D,FFFF,088,1000C4
C4,80DE801040,26E,0000,26D,0000,000,026D,FFFF,088,1000C5
C5,8001401040,26E,0000,26D,0000,000,026D,FFFF,088,100001
01,00A0009004,26E,0000,26E,0000,000,026E,FFFF,088,100002
02,0104009420,26F,0000,26E,0000,000,026E,FFFF,088,100003
03,0002009001,26F,0000,26E,0000,000,026E,FFFF,088,100004
04,8109804002,26F,0000,26E,0000,000,026E,FFFF,088,100005
05,810C404002,26F,0000,26E,0000,000,026E,FFFF,088,100006
06,810C204002,26F,0000,26E,0000,000,026E,FFFF,088,100007
07,8078104002,26F,0000,26E,0000,000,026E,FFFF,088,100078
78,81A4084002,26F,0000,26E,0000,000,026E,FFFF,088,100079
79,8189044002,26F,0000,26E,0000,000,026E,FFFF,088,10007A
7A,817D024002,26F,0000,26E,0000,000,026E,FFFF,088,10007B
7B,80C4014002,26F,0000,26E,0000,000,026E,FFFF,088,1000C4
C4,80DE801040,26F,0000,26E,0000,000,026E,FFFF,088,1000C5
C5,8001401040,26F,0000,26E,0000,000,026E,FFFF,088,100001
01,00A0009004,26F,0000,26F,0000,000,026F,FFFF,088,100002
02,0104009420,270,0000,26F,0000,000,026F,FFFF,088,100003
03,0002009001,270,0000,26F,0000,000,026F,FFFF,088,100004
04,8109804002,270,0000,26F,0000,000,026F,FFFF,088,100005
05,810C404002,270,0000,26F,0000,000,026F,FFFF,088,100006
06,810C204002,270,0000,26F,0000,000,026F,FFFF,088,100007
07,8078104002,270,0000,26F,0000,000,026F,FFFF,088,100078
78,81A4084002,270,0000,26F,0000,000,026F,FFFF,088,100079
79,8189044002,270,0000,26F,0000,000,026F,FFFF,088,10007A
7A,817D024002,270,0000,26F,0000,000,026F,FFFF,088,10007B
7B,80C4014002,270,0000,26F,0000,000,026F,FFFF,088,1000C4
C4,80DE801040,270,0000,26F,0000,000,026F,FFFF,088,1000C5
C5,8001401040,270,0000,26F,0000,000,026F,FFFF,088,100001
01,00A0009004,270,0000,270,0000,000,0270,FFFF,088,100002
02,0104009420,271,0000,270,0000,000,0270,FFFF,088,100003
03,0002009001,271,0000,270,0000,000,0270,FFFF,088,100004
04,8109804002,271,0000,270,0000,000,0270,FFFF,088,100005
05,810C404002,271,0000,270,0000,000,0270,FFFF,088,100006
06,810C204002,271,0000,270,0000,000,0270,FFFF,088,100007
07,8078104002,271,0000,270,0000,000,0270,FFFF,088,100078
78,81A4084002,271,0000,270,0000,000,0270,FFFF,088,100079
79,8189044002,271,0000,270,0000,000,0270,FFFF,088,10007A
7A,817D024002,271,0000,270,0000,000,0270,FFFF,088,10007B
7B,80C4014002,271,0000,270,0000,000,0270,FFFF,088,1000C4
C4,80DE801040,271,0000,270,0000,000,0270,FFFF,088,1000C5
C5,8001401040,271,0000,270,0000,000,0270,FFFF,088,100001
01,00A0009004,271,0000,271,0000,000,0271,FFFF,088,100002
02,0104009420,272,0000,271,0000,000,0271,FFFF,088,100003
03,0002009001,272,0000,271,0000,000,0271,FFFF,088,100004
04,8109804002,272,0000,271,0000,000,0271,FFFF,088,100005
05,810C404002,272,0000,271,0000,000,0271,FFFF,088,100006
06,810C204002,272,0000,271,0000,000,0271,FFFF,088,100007
07,8078104002,272,0000,271,0000,000,0271,FFFF,088,100078
78,81A4084002,272,0000,271,0000,000,0271,FFFF,088,100079
79,8189044002,272,0000,271,0000,000,0271,FFFF,088,10007A
7A,817D024002,272,0000,271,0000,000,0271,FFFF,088,10007B
7B,80C4014002,272,0000,271,0000,000,0271,FFFF,088,1000C4
C4,80DE801040,272,0000,271,0000,000,0271,FFFF,088,1000C5
C5,8001401040,272,0000,271,0000,000,0271,FFFF,088,100001
01,00A0009004,272,0000,272,0000,000,0272,FFFF,088,100002
02,0104009420,273,0000,272,0000,000,0272,FFFF,088,100003
03,0002009001,273,0000,272,0000,000,0272,FFFF,088,100004
04,8109804002,273,0000,272,0000,000,0272,FFFF,088,100005
05,810C404002,273,0000,272,0000,000,0272,FFFF,088,100006
06,810C204002,273,0000,272,0000,000,0272,FFFF,088,100007
07,8078104002,273,0000,272,0000,000,0272,FFFF,088,100078
78,81A4084002,273,0000,272,0000,000,0272,FFFF,088,100079
79,8189044002,273,0000,272,0000,000,0272,FFFF,088,10007A
7A,817D024002,273,0000,272,0000,000,0272,FFFF,088,10007B
7B,80C4014002,273,0000,272,0000,000,0272,FFFF,088,1000C4
C4,80DE801040,273,0000,272,0000,000,0272,FFFF,088,1000C5
C5,8001401040,273,0000,272,0000,000,0272,FFFF,088,100001
01,00A0009004,273,0000,273,0000,000,0273,FFFF,088,100002
02,0104009420,274,0000,273,0000,000,0273,FFFF,088,100003
03,0002009001,274,0000,273,0000,000,0273,FFFF,088,100004
04,8109804002,274,0000,273,0000,000,0273,FFFF,088,100005
05,810C404002,274,0000,273,0000,000,0273,FFFF,088,100006
06,810C204002,274,0000,273,0000,000,0273,FFFF,088,100007
07,8078104002,274,0000,273,0000,000,0273,FFFF,088,100078
78,81A4084002,274,0000,273,0000,000,0273,FFFF,088,100079
79,8189044002,274,0000,273,0000,000,0273,FFFF,088,10007A
7A,817D024002,274,0000,273,0000,000,0273,FFFF,088,10007B
7B,80C4014002,274,0000,273,0000,000,0273,FFFF,088,1000C4
C4,80DE801040,274,0000,273,0000,000,0273,FFFF,088,1000C5
C5,8001401040,274,0000,273,0000,000,0273,FFFF,088,100001
01,00A0009004,274,0000,274,0000,000,0274,FFFF,088,100002
02,0104009420,275,0000,274,0000,000,0274,FFFF,088,100003
03,0002009001,275,0000,274,0000,000,0274,FFFF,088,100004
04,8109804002,275,0000,274,0000,000,0274,FFFF,088,100005
05,810C404002,275,0000,274,0000,000,0274,FFFF,088,100006
06,810C204002,275,0000,274,0000,000,0274,FFFF,088,100007
07,8078104002,275,0000,274,0000,000,0274,FFFF,088,100078
78,81A4084002,275,0000,274,0000,000,0274,FFFF,088,100079
79,8189044002,275,0000,274,0000,000,0274,FFFF,088,10007A
7A,817D024002,275,0000,274,0000,000,0274,FFFF,088,10007B
7B,80C4014002,275,0000,274,0000,000,0274,FFFF,088,1000C4
C4,80DE801040,275,0000,274,0000,000,0274,FFFF,088,1000C5
C5,8001401040,275,0000,274,0000,000,0274,FFFF,088,100001
01,00A0009004,275,0000,275,0000,000,0275,FFFF,088,100002
02,0104009420,276,0000,275,0000,000,0275,FFFF,088,100003
03,0002009001,276,0000,275,0000,000,0275,FFFF,088,100004
04,8109804002,276,0000,275,0000,000,0275,FFFF,088,100005
05,810C404002,276,0000,275,0000,000,0275,FFFF,088,100006
06,810C204002,276,0000,275,0000,000,0275,FFFF,088,100007
07,8078104002,276,0000,275,0000,000,0275,FFFF,088,100078
78,81A4084002,276,0000,275,0000,000,0275,FFFF,088,100079
79,8189044002,276,0000,275,0000,000,0275,FFFF,088,10007A
7A,817D024002,276,0000,275,0000,000,0275,FFFF,088,10007B
7B,80C4014002,276,0000,275,0000,000,0275,FFFF,088,1000C4
C4,80DE801040,276,0000,275,0000,000,0275,FFFF,088,1000C5
C5,8001401040,276,0000,275,0000,000,0275,FFFF,088,100001
01,00A0009004,276,0000,276,0000,000,0276,FFFF,088,100002
02,0104009420,277,0000,276,0000,000,0276,FFFF,088,100003
03,0002009001,277,0000,276,0000,000,0276,FFFF,088,100004
04,8109804002,277,0000,276,0000,000,0276,FFFF,088,100005
05,810C404002,277,0000,276,0000,000,0276,FFFF,088,100006
06,810C204002,277,0000,276,0000,000,0276,FFFF,088,100007
07,8078104002,277,0000,276,0000,000,0276,FFFF,088,100078
78,81A4084002,277,0000,276,0000,000,0276,FFFF,088,100079
79,8189044002,277,0000,276,0000,000,0276,FFFF,088,10007A
7A,817D024002,277,0000,276,0000,000,0276,FFFF,088,10007B
7B,80C4014002,277,0000,276,0000,000,0276,FFFF,088,1000C4
C4,80DE801040,277,0000,276,0000,000,0276,FFFF,088,1000C5
C5,8001401040,277,0000,276,0000,000,0276,FFFF,088,100001
01,00A0009004,277,0000,277,0000,000,0277,FFFF,088,100002
02,0104009420,278,0000,277,0000,000,0277,FFFF,088,100003
03,0002009001,278,0000,277,0000,000,0277,FFFF,088,100004
04,8109804002,278,0000,277,0000,000,0277,FFFF,088,100005
05,810C404002,278,0000,277,0000,000,0277,FFFF,088,100006
06,810C204002,278,0000,277,0000,000,0277,FFFF,088,100007
07,8078104002,278,0000,277,0000,000,0277,FFFF,088,100078
78,81A4084002,278,0000,277,0000,000,0277,FFFF,088,100079
79,8189044002,278,0000,277,0000,000,0277,FFFF,088,10007A
7A,817D024002,278,0000,277,0000,000,0277,FFFF,088,10007B
7B,80C4014002,278,0000,277,0000,000,0277,FFFF,088,1000C4
C4,80DE801040,278,0000,277,0000,000,0277,FFFF,088,1000C5
C5,8001401040,278,0000,277,0000,000,0277,FFFF,088,100001
01,00A0009004,278,0000,278,0000,000,0278,FFFF,088,100002
02,0104009420,279,0000,278,0000,000,0278,FFFF,088,100003
03,0002009001,279,0000,278,0000,000,0278,FFFF,088,100004
04,8109804002,279,0000,278,0000,000,0278,FFFF,088,100005
05,810C404002,279,0000,278,0000,000,0278,FFFF,088,100006
06,810C204002,279,0000,278,0000,000,0278,FFFF,088,100007
07,8078104002,279,0000,278,0000,000,0278,FFFF,088,100078
78,81A4084002,279,0000,278,0000,000,0278,FFFF,088,100079
79,8189044002,279,0000,278,0000,000,0278,FFFF,088,10007A
7A,817D024002,279,0000,278,0000,000,0278,FFFF,088,10007B
7B,80C4014002,279,0000,278,0000,000,0278,FFFF,088,1000C4
C4,80DE801040,279,0000,278,0000,000,0278,FFFF,088,1000C5
C5,8001401040,279,0000,278,0000,000,0278,FFFF,088,100001
01,00A0009004,279,0000,279,0000,000,0279,FFFF,088,100002
02,0104009420,27A,0000,279,0000,000,0279,FFFF,088,100003
03,0002009001,27A,0000,279,0000,000,0279,FFFF,088,100004
04,8109804002,27A,0000,279,0000,000,0279,FFFF,088,100005
05,810C404002,27A,0000,279,0000,000,0279,FFFF,088,100006
06,810C204002,27A,0000,279,0000,000,0279,FFFF,088,100007
07,8078104002,27A,0000,279,0000,000,0279,FFFF,088,100078
78,81A4084002,27A,0000,279,0000,000,0279,FFFF,088,100079
79,8189044002,27A,0000,279,0000,000,0279,FFFF,088,10007A
7A,817D024002,27A,0000,279,0000,000,0279,FFFF,088,10007B
7B,80C4014002,27A,0000,279,0000,000,0279,FFFF,088,1000C4
C4,80DE801040,27A,0000,279,0000,000,0279,FFFF,088,1000C5
C5,8001401040,27A,0000,279,0000,000,0279,FFFF,088,100001
01,00A0009004,27A,0000,27A,0000,000,027A,FFFF,088,100002
02,0104009420,27B,0000,27A,0000,000,027A,FFFF,088,100003
03,0002009001,27B,0000,27A,0000,000,027A,FFFF,088,100004
04,8109804002,27B,0000,27A,0000,000,027A,FFFF,088,100005
05,810C404002,27B,0000,27A,0000,000,027A,FFFF,088,100006
06,810C204002,27B,0000,27A,0000,000,027A,FFFF,088,100007
07,8078104002,27B,0000,27A,0000,000,027A,FFFF,088,100078
78,81A4084002,27B,0000,27A,0000,000,027A,FFFF,088,100079
79,8189044002,27B,0000,27A,0000,000,027A,FFFF,088,10007A
7A,817D024002,27B,0000,27A,0000,000,027A,FFFF,088,10007B
7B,80C4014002,27B,0000,27A,0000,000,027A,FFFF,088,1000C4
C4,80DE801040,27B,0000,27A,0000,000,027A,FFFF,088,1000C5
C5,8001401040,27B,0000,27A,0000,000,027A,FFFF,088,100001
01,00A0009004,27B,0000,27B,0000,000,027B,FFFF,088,100002
02,0104009420,27C,0000,27B,0000,000,027B,FFFF,088,100003
03,0002009001,27C,0000,27B,0000,000,027B,FFFF,088,100004
04,8109804002,27C,0000,27B,0000,000,027B,FFFF,088,100005
05,810C404002,27C,0000,27B,0000,000,027B,FFFF,088,100006
06,810C204002,27C,0000,27B,0000,000,027B,FFFF,088,100007
07,8078104002,27C,0000,27B,0000,000,027B,FFFF,088,100078
78,81A4084002,27C,0000,27B,0000,000,027B,FFFF,088,100079
79,8189044002,27C,0000,27B,0000,000,027B,FFFF,088,10007A
7A,817D024002,27C,0000,27B,0000,000,027B,FFFF,088,10007B
7B,80C4014002,27C,0000,27B,0000,000,027B,FFFF,088,1000C4
C4,80DE801040,27C,0000,27B,0000,000,027B,FFFF,088,1000C5
C5,8001401040,27C,0000,27B,0000,000,027B,FFFF,088,100001
01,00A0009004,27C,0000,27C,0000,000,027C,FFFF,088,100002
02,0104009420,27D,0000,27C,0000,000,027C,FFFF,088,100003
03,0002009001,27D,0000,27C,0000,000,027C,FFFF,088,100004
04,8109804002,27D,0000,27C,0000,000,027C,FFFF,088,100005
05,810C404002,27D,0000,27C,0000,000,027C,FFFF,088,100006
06,810C204002,27D,0000,27C,0000,000,027C,FFFF,088,100007
07,8078104002,27D,0000,27C,0000,000,027C,FFFF,088,100078
78,81A4084002,27D,0000,27C,0000,000,027C,FFFF,088,100079
79,8189044002,27D,0000,27C,0000,000,027C,FFFF,088,10007A
7A,817D024002,27D,0000,27C,0000,000,027C,FFFF,088,10007B
7B,80C4014002,27D,0000,27C,0000,000,027C,FFFF,088,1000C4
C4,80DE801040,27D,0000,27C,0000,000,027C,FFFF,088,1000C5
C5,8001401040,27D,0000,27C,0000,000,027C,FFFF,088,100001
01,00A0009004,27D,0000,27D,0000,000,027D,FFFF,088,100002
02,0104009420,27E,0000,27D,0000,000,027D,FFFF,088,100003
03,0002009001,27E,0000,27D,0000,000,027D,FFFF,088,100004
04,8109804002,27E,0000,27D,0000,000,027D,FFFF,088,100005
05,810C404002,27E,0000,27D,0000,000,027D,FFFF,088,100006
06,810C204002,27E,0000,27D,0000,000,027D,FFFF,088,100007
07,8078104002,27E,0000,27D,0000,000,027D,FFFF,088,100078
78,81A4084002,27E,0000,27D,0000,000,027D,FFFF,088,100079
79,8189044002,27E,0000,27D,0000,000,027D,FFFF,088,10007A
7A,817D024002,27E,0000,27D,0000,000,027D,FFFF,088,10007B
7B,80C4014002,27E,0000,27D,0000,000,027D,FFFF,088,1000C4
C4,80DE801040,27E,0000,27D,0000,000,027D,FFFF,088,1000C5
C5,8001401040,27E,0000,27D,0000,000,027D,FFFF,088,100001
01,00A0009004,27E,0000,27E,0000,000,027E,FFFF,088,100002
02,0104009420,27F,0000,27E,0000,000,027E,FFFF,088,100003
03,0002009001,27F,0000,27E,0000,000,027E,FFFF,088,100004
04,8109804002,27F,0000,27E,0000,000,027E,FFFF,088,100005
05,810C404002,27F,0000,27E,0000,000,027E,FFFF,088,100006
06,810C204002,27F,0000,27E,0000,000,027E,FFFF,088,100007
07,8078104002,27F,0000,27E,0000,000,027E,FFFF,088,100078
78,81A4084002,27F,0000,27E,0000,000,027E,FFFF,088,100079
79,8189044002,27F,0000,27E,0000,000,027E,FFFF,088,10007A
7A,817D024002,27F,0000,27E,0000,000,027E,FFFF,088,10007B
7B,80C4014002,27F,0000,27E,0000,000,027E,FFFF,088,1000C4
C4,80DE801040,27F,0000,27E,0000,000,027E,FFFF,088,1000C5
C5,8001401040,27F,0000,27E,0000,000,027E,FFFF,088,100001
01,00A0009004,27F,0000,27F,0000,000,027F,FFFF,088,100002
02,0104009420,280,0000,27F,0000,000,027F,FFFF,088,100003
03,0002009001,280,0000,27F,0000,000,027F,FFFF,088,100004
04,8109804002,280,0000,27F,0000,000,027F,FFFF,088,100005
05,810C404002,280,0000,27F,0000,000,027F,FFFF,088,100006
06,810C204002,280,0000,27F,0000,000,027F,FFFF,088,100007
07,8078104002,280,0000,27F,0000,000,027F,FFFF,088,100078
78,81A4084002,280,0000,27F,0000,000,027F,FFFF,088,100079
79,8189044002,280,0000,27F,0000,000,027F,FFFF,088,10007A
7A,817D024002,280,0000,27F,0000,000,027F,FFFF,088,10007B
7B,80C4014002,280,0000,27F,0000,000,027F,FFFF,088,1000C4
C4,80DE801040,280,0000,27F,0000,000,027F,FFFF,088,1000C5
C5,8001401040,280,0000,27F,0000,000,027F,FFFF,088,100001
01,00A0009004,280,0000,280,0000,000,0280,FFFF,088,100002
02,0104009420,281,0000,280,0000,000,0280,FFFF,088,100003
03,0002009001,281,0000,280,0000,000,0280,FFFF,088,100004
04,8109804002,281,0000,280,0000,000,0280,FFFF,088,100005
05,810C404002,281,0000,280,0000,000,0280,FFFF,088,100006
06,810C204002,281,0000,280,0000,000,0280,FFFF,088,100007
07,8078104002,281,0000,280,0000,000,0280,FFFF,088,100078
78,81A4084002,281,0000,280,0000,000,0280,FFFF,088,100079
79,8189044002,281,0000,280,0000,000,0280,FFFF,088,10007A
7A,817D024002,281,0000,280,0000,000,0280,FFFF,088,10007B
7B,80C4014002,281,0000,280,0000,000,0280,FFFF,088,1000C4
C4,80DE801040,281,0000,280,0000,000,0280,FFFF,088,1000C5
C5,8001401040,281,0000,280,0000,000,0280,FFFF,088,100001
01,00A0009004,281,0000,281,0000,000,0281,FFFF,088,100002
02,0104009420,282,0000,281,0000,000,0281,FFFF,088,100003
03,0002009001,282,0000,281,0000,000,0281,FFFF,088,100004
04,8109804002,282,0000,281,0000,000,0281,FFFF,088,100005
05,810C404002,282,0000,281,0000,000,0281,FFFF,088,100006
06,810C204002,282,0000,281,0000,000,0281,FFFF,088,100007
07,8078104002,282,0000,281,0000,000,0281,FFFF,088,100078
78,81A4084002,282,0000,281,0000,000,0281,FFFF,088,100079
79,8189044002,282,0000,281,0000,000,0281,FFFF,088,10007A
7A,817D024002,282,0000,281,0000,000,0281,FFFF,088,10007B
7B,80C4014002,282,0000,281,0000,000,0281,FFFF,088,1000C4
C4,80DE801040,282,0000,281,0000,000,0281,FFFF,088,1000C5
C5,8001401040,282,0000,281,0000,000,0281,FFFF,088,100001
01,00A0009004,282,0000,282,0000,000,0282,FFFF,088,100002
02,0104009420,283,0000,282,0000,000,0282,FFFF,088,100003
03,0002009001,283,0000,282,0000,000,0282,FFFF,088,100004
04,8109804002,283,0000,282,0000,000,0282,FFFF,088,100005
05,810C404002,283,0000,282,0000,000,0282,FFFF,088,100006
06,810C204002,283,0000,282,0000,000,0282,FFFF,088,100007
07,8078104002,283,0000,282,0000,000,0282,FFFF,088,100078
78,81A4084002,283,0000,282,0000,000,0282,FFFF,088,100079
79,8189044002,283,0000,282,0000,000,0282,FFFF,088,10007A
7A,817D024002,283,0000,282,0000,000,0282,FFFF,088,10007B
7B,80C4014002,283,0000,282,0000,000,0282,FFFF,088,1000C4
C4,80DE801040,283,0000,282,0000,000,0282,FFFF,088,1000C5
C5,8001401040,283,0000,282,0000,000,0282,FFFF,088,100001
01,00A0009004,283,0000,283,0000,000,0283,FFFF,088,100002
02,0104009420,284,0000,283,0000,000,0283,FFFF,088,100003
03,0002009001,284,0000,283,0000,000,0283,FFFF,088,100004
04,8109804002,284,0000,283,0000,000,0283,FFFF,088,100005
05,810C404002,284,0000,283,0000,000,0283,FFFF,088,100006
06,810C204002,284,0000,283,0000,000,0283,FFFF,088,100007
07,8078104002,284,0000,283,0000,000,0283,FFFF,088,100078
78,81A4084002,284,0000,283,0000,000,0283,FFFF,088,100079
79,8189044002,284,0000,283,0000,000,0283,FFFF,088,10007A
7A,817D024002,284,0000,283,0000,000,0283,FFFF,088,10007B
7B,80C4014002,284,0000,283,0000,000,0283,FFFF,088,1000C4
C4,80DE801040,284,0000,283,0000,000,0283,FFFF,088,1000C5
C5,8001401040,284,0000,283,0000,000,0283,FFFF,088,100001
01,00A0009004,284,0000,284,0000,000,0284,FFFF,088,100002
02,0104009420,285,0000,284,0000,000,0284,FFFF,088,100003
03,0002009001,285,0000,284,0000,000,0284,FFFF,088,100004
04,8109804002,285,0000,284,0000,000,0284,FFFF,088,100005
05,810C404002,285,0000,284,0000,000,0284,FFFF,088,100006
06,810C204002,285,0000,284,0000,000,0284,FFFF,088,100007
07,8078104002,285,0000,284,0000,000,0284,FFFF,088,100078
78,81A4084002,285,0000,284,0000,000,0284,FFFF,088,100079
79,8189044002,285,0000,284,0000,000,0284,FFFF,008,10007A
7A,817D024002,285,0000,284,0000,000,0284,FFFF,008,10007B
7B,80C4014002,285,0000,284,0000,000,0284,FFFF,008,1000C4
C4,80DE801040,285,0000,284,0000,000,0284,FFFF,008,1000DE
DE,4000000000,285,0000,284,0000,000,0284,FFFF,008,1000DF
