Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
7A,817D024002,1AA,0000,1A9,0000,000,01A9,FFFF,008,10007B
7B,80C4014002,1AA,0000,1A9,0000,000,01A9,FFFF,008,1000C4
C4,80DE801040,1AA,0000,1A9,0000,000,01A9,FFFF,008,1000DE
DE,4000000000,1AA,0000,1A9,0000,000,01A9,FFFF,008,1000DF
DF,8001101040,1AA,0000,1A9,0000,000,01A9,FFFF,008,100001
01,00A0009004,1AA,0000,1AA,0000,000,01AA,FFFF,008,100002
02,0104009420,1AB,0000,1AA,0000,000,01AA,FFFF,008,100003
03,0002009001,1AB,0000,1AA,0000,000,01AA,FFFF,008,100004
04,8109804002,1AB,0000,1AA,0000,000,01AA,FFFF,008,100005
05,810C404002,1AB,0000,1AA,0000,000,01AA,FFFF,008,100006
06,810C204002,1AB,0000,1AA,0000,000,01AA,FFFF,008,100007
07,8078104002,1AB,0000,1AA,0000,000,01AA,FFFF,008,100078
78,81A4084002,1AB,0000,1AA,0000,000,01AA,FFFF,008,100079
79,8189044002,1AB,0000,1AA,0000,000,01AA,FFFF,008,10007A
7A,817D024002,1AB,0000,1AA,0000,000,01AA,FFFF,008,10007B
7B,80C4014002,1AB,0000,1AA,0000,000,01AA,FFFF,008,1000C4
C4,80DE801040,1AB,0000,1AA,0000,000,01AA,FFFF,008,1000DE
DE,4000000000,1AB,0000,1AA,0000,000,01AA,FFFF,008,1000DF
DF,8001101040,1AB,0000,1AA,0000,000,01AA,FFFF,008,100001
01,00A0009004,1AB,0000,1AB,0000,000,01AB,FFFF,008,100002
02,0104009420,1AC,0000,1AB,0000,000,01AB,FFFF,008,100003
03,0002009001,1AC,0000,1AB,0000,000,01AB,FFFF,008,100004
04,8109804002,1AC,0000,1AB,0000,000,01AB,FFFF,008,100005
05,810C404002,1AC,0000,1AB,0000,000,01AB,FFFF,008,100006
06,810C204002,1AC,0000,1AB,0000,000,01AB,FFFF,008,100007
07,8078104002,1AC,0000,1AB,0000,000,01AB,FFFF,008,100078
78,81A4084002,1AC,0000,1AB,0000,000,01AB,FFFF,008,100079
79,8189044002,1AC,0000,1AB,0000,000,01AB,FFFF,008,10007A
7A,817D024002,1AC,0000,1AB,0000,000,01AB,FFFF,008,10007B
7B,80C4014002,1AC,0000,1AB,0000,000,01AB,FFFF,008,1000C4
C4,80DE801040,1AC,0000,1AB,0000,000,01AB,FFFF,008,1000DE
DE,4000000000,1AC,0000,1AB,0000,000,01AB,FFFF,008,1000DF
DF,8001101040,1AC,0000,1AB,0000,000,01AB,FFFF,008,100001
01,00A0009004,1AC,0000,1AC,0000,000,01AC,FFFF,008,100002
02,0104009420,1AD,0000,1AC,0000,000,01AC,FFFF,008,100003
03,0002009001,1AD,0000,1AC,0000,000,01AC,FFFF,008,100004
04,8109804002,1AD,0000,1AC,0000,000,01AC,FFFF,008,100005
05,810C404002,1AD,0000,1AC,0000,000,01AC,FFFF,008,100006
06,810C204002,1AD,0000,1AC,0000,000,01AC,FFFF,008,100007
07,8078104002,1AD,0000,1AC,0000,000,01AC,FFFF,008,100078
78,81A4084002,1AD,0000,1AC,0000,000,01AC,FFFF,008,100079
79,8189044002,1AD,0000,1AC,0000,000,01AC,FFFF,008,10007A
7A,817D024002,1AD,0000,1AC,0000,000,01AC,FFFF,008,10007B
7B,80C4014002,1AD,0000,1AC,0000,000,01AC,FFFF,008,1000C4
C4,80DE801040,1AD,0000,1AC,0000,000,01AC,FFFF,008,1000DE
DE,4000000000,1AD,0000,1AC,0000,000,01AC,FFFF,008,1000DF
DF,8001101040,1AD,0000,1AC,0000,000,01AC,FFFF,008,100001
01,00A0009004,1AD,0000,1AD,0000,000,01AD,FFFF,008,100002
02,0104009420,1AE,0000,1AD,0000,000,01AD,FFFF,008,100003
03,0002009001,1AE,0000,1AD,0000,000,01AD,FFFF,008,100004
04,8109804002,1AE,0000,1AD,0000,000,01AD,FFFF,008,100005
05,810C404002,1AE,0000,1AD,0000,000,01AD,FFFF,008,100006
06,810C204002,1AE,0000,1AD,0000,000,01AD,FFFF,008,100007
07,8078104002,1AE,0000,1AD,0000,000,01AD,FFFF,008,100078
78,81A4084002,1AE,0000,1AD,0000,000,01AD,FFFF,008,100079
79,8189044002,1AE,0000,1AD,0000,000,01AD,FFFF,008,10007A
7A,817D024002,1AE,0000,1AD,0000,000,01AD,FFFF,008,10007B
7B,80C4014002,1AE,0000,1AD,0000,000,01AD,FFFF,008,1000C4
C4,80DE801040,1AE,0000,1AD,0000,000,01AD,FFFF,008,1000DE
DE,4000000000,1AE,0000,1AD,0000,000,01AD,FFFF,008,1000DF
DF,8001101040,1AE,0000,1AD,0000,000,01AD,FFFF,008,100001
01,00A0009004,1AE,0000,1AE,0000,000,01AE,FFFF,008,100002
02,0104009420,1AF,0000,1AE,0000,000,01AE,FFFF,008,100003
03,0002009001,1AF,0000,1AE,0000,000,01AE,FFFF,008,100004
04,8109804002,1AF,0000,1AE,0000,000,01AE,FFFF,008,100005
05,810C404002,1AF,0000,1AE,0000,000,01AE,FFFF,008,100006
06,810C204002,1AF,0000,1AE,0000,000,01AE,FFFF,008,100007
07,8078104002,1AF,0000,1AE,0000,000,01AE,FFFF,008,100078
78,81A4084002,1AF,0000,1AE,0000,000,01AE,FFFF,008,100079
79,8189044002,1AF,0000,1AE,0000,000,01AE,FFFF,008,10007A
7A,817D024002,1AF,0000,1AE,0000,000,01AE,FFFF,008,10007B
7B,80C4014002,1AF,0000,1AE,0000,000,01AE,FFFF,008,1000C4
C4,80DE801040,1AF,0000,1AE,0000,000,01AE,FFFF,008,1000DE
DE,4000000000,1AF,0000,1AE,0000,000,01AE,FFFF,008,1000DF
DF,8001101040,1AF,0000,1AE,0000,000,01AE,FFFF,008,100001
01,00A0009004,1AF,0000,1AF,0000,000,01AF,FFFF,008,100002
02,0104009420,1B0,0000,1AF,0000,000,01AF,FFFF,008,100003
03,0002009001,1B0,0000,1AF,0000,000,01AF,FFFF,008,100004
04,8109804002,1B0,0000,1AF,0000,000,01AF,FFFF,008,100005
05,810C404002,1B0,0000,1AF,0000,000,01AF,FFFF,008,100006
06,810C204002,1B0,0000,1AF,0000,000,01AF,FFFF,008,100007
07,8078104002,1B0,0000,1AF,0000,000,01AF,FFFF,008,100078
78,81A4084002,1B0,0000,1AF,0000,000,01AF,FFFF,008,100079
79,8189044002,1B0,0000,1AF,0000,000,01AF,FFFF,008,10007A
7A,817D024002,1B0,0000,1AF,0000,000,01AF,FFFF,008,10007B
7B,80C4014002,1B0,0000,1AF,0000,000,01AF,FFFF,008,1000C4
C4,80DE801040,1B0,0000,1AF,0000,000,01AF,FFFF,008,1000DE
DE,4000000000,1B0,0000,1AF,0000,000,01AF,FFFF,008,1000DF
DF,8001101040,1B0,0000,1AF,0000,000,01AF,FFFF,008,100001
01,00A0009004,1B0,0000,1B0,0000,000,01B0,FFFF,008,100002
02,0104009420,1B1,0000,1B0,0000,000,01B0,FFFF,008,100003
03,0002009001,1B1,0000,1B0,0000,000,01B0,FFFF,008,100004
04,8109804002,1B1,0000,1B0,0000,000,01B0,FFFF,008,100005
05,810C404002,1B1,0000,1B0,0000,000,01B0,FFFF,008,100006
06,810C204002,1B1,0000,1B0,0000,000,01B0,FFFF,008,100007
07,8078104002,1B1,0000,1B0,0000,000,01B0,FFFF,008,100078
78,81A4084002,1B1,0000,1B0,0000,000,01B0,FFFF,008,100079
79,8189044002,1B1,0000,1B0,0000,000,01B0,FFFF,008,10007A
7A,817D024002,1B1,0000,1B0,0000,000,01B0,FFFF,008,10007B
7B,80C4014002,1B1,0000,1B0,0000,000,01B0,FFFF,008,1000C4
C4,80DE801040,1B1,0000,1B0,0000,000,01B0,FFFF,008,1000DE
DE,4000000000,1B1,0000,1B0,0000,000,01B0,FFFF,008,1000DF
DF,8001101040,1B1,0000,1B0,0000,000,01B0,FFFF,008,100001
01,00A0009004,1B1,0000,1B1,0000,000,01B1,FFFF,008,100002
02,0104009420,1B2,0000,1B1,0000,000,01B1,FFFF,008,100003
03,0002009001,1B2,0000,1B1,0000,000,01B1,FFFF,008,100004
04,8109804002,1B2,0000,1B1,0000,000,01B1,FFFF,008,100005
05,810C404002,1B2,0000,1B1,0000,000,01B1,FFFF,008,100006
06,810C204002,1B2,0000,1B1,0000,000,01B1,FFFF,008,100007
07,8078104002,1B2,0000,1B1,0000,000,01B1,FFFF,008,100078
78,81A4084002,1B2,0000,1B1,0000,000,01B1,FFFF,008,100079
79,8189044002,1B2,0000,1B1,0000,000,01B1,FFFF,008,10007A
7A,817D024002,1B2,0000,1B1,0000,000,01B1,FFFF,008,10007B
7B,80C4014002,1B2,0000,1B1,0000,000,01B1,FFFF,008,1000C4
C4,80DE801040,1B2,0000,1B1,0000,000,01B1,FFFF,008,1000DE
DE,4000000000,1B2,0000,1B1,0000,000,01B1,FFFF,008,1000DF
DF,8001101040,1B2,0000,1B1,0000,000,01B1,FFFF,008,100001
01,00A0009004,1B2,0000,1B2,0000,000,01B2,FFFF,008,100002
02,0104009420,1B3,0000,1B2,0000,000,01B2,FFFF,008,100003
03,0002009001,1B3,0000,1B2,0000,000,01B2,FFFF,008,100004
04,8109804002,1B3,0000,1B2,0000,000,01B2,FFFF,008,100005
05,810C404002,1B3,0000,1B2,0000,000,01B2,FFFF,008,100006
06,810C204002,1B3,0000,1B2,0000,000,01B2,FFFF,008,100007
07,8078104002,1B3,0000,1B2,0000,000,01B2,FFFF,008,100078
78,81A4084002,1B3,0000,1B2,0000,000,01B2,FFFF,008,100079
79,8189044002,1B3,0000,1B2,0000,000,01B2,FFFF,008,10007A
7A,817D024002,1B3,0000,1B2,0000,000,01B2,FFFF,008,10007B
7B,80C4014002,1B3,0000,1B2,0000,000,01B2,FFFF,008,1000C4
C4,80DE801040,1B3,0000,1B2,0000,000,01B2,FFFF,008,1000DE
DE,4000000000,1B3,0000,1B2,0000,000,01B2,FFFF,008,1000DF
DF,8001101040,1B3,0000,1B2,0000,000,01B2,FFFF,008,100001
01,00A0009004,1B3,0000,1B3,0000,000,01B3,FFFF,008,100002
02,0104009420,1B4,0000,1B3,0000,000,01B3,FFFF,008,100003
03,0002009001,1B4,0000,1B3,0000,000,01B3,FFFF,008,100004
04,8109804002,1B4,0000,1B3,0000,000,01B3,FFFF,008,100005
05,810C404002,1B4,0000,1B3,0000,000,01B3,FFFF,008,100006
06,810C204002,1B4,0000,1B3,0000,000,01B3,FFFF,008,100007
07,8078104002,1B4,0000,1B3,0000,000,01B3,FFFF,008,100078
78,81A4084002,1B4,0000,1B3,0000,000,01B3,FFFF,008,100079
79,8189044002,1B4,0000,1B3,0000,000,01B3,FFFF,008,10007A
7A,817D024002,1B4,0000,1B3,0000,000,01B3,FFFF,008,10007B
7B,80C4014002,1B4,0000,1B3,0000,000,01B3,FFFF,008,1000C4
C4,80DE801040,1B4,0000,1B3,0000,000,01B3,FFFF,008,1000DE
DE,4000000000,1B4,0000,1B3,0000,000,01B3,FFFF,008,1000DF
DF,8001101040,1B4,0000,1B3,0000,000,01B3,FFFF,008,100001
01,00A0009004,1B4,0000,1B4,0000,000,01B4,FFFF,008,100002
02,0104009420,1B5,0000,1B4,0000,000,01B4,FFFF,008,100003
03,0002009001,1B5,0000,1B4,0000,000,01B4,FFFF,008,100004
04,8109804002,1B5,0000,1B4,0000,000,01B4,FFFF,008,100005
05,810C404002,1B5,0000,1B4,0000,000,01B4,FFFF,008,100006
06,810C204002,1B5,0000,1B4,0000,000,01B4,FFFF,008,100007
07,8078104002,1B5,0000,1B4,0000,000,01B4,FFFF,008,100078
78,81A4084002,1B5,0000,1B4,0000,000,01B4,FFFF,008,100079
79,8189044002,1B5,0000,1B4,0000,000,01B4,FFFF,008,10007A
7A,817D024002,1B5,0000,1B4,0000,000,01B4,FFFF,008,10007B
7B,80C4014002,1B5,0000,1B4,0000,000,01B4,FFFF,008,1000C4
C4,80DE801040,1B5,0000,1B4,0000,000,01B4,FFFF,008,1000DE
DE,4000000000,1B5,0000,1B4,0000,000,01B4,FFFF,008,1000DF
DF,8001101040,1B5,0000,1B4,0000,000,01B4,FFFF,008,100001
01,00A0009004,1B5,0000,1B5,0000,000,01B5,FFFF,008,100002
02,0104009420,1B6,0000,1B5,0000,000,01B5,FFFF,008,100003
03,0002009001,1B6,0000,1B5,0000,000,01B5,FFFF,008,100004
04,8109804002,1B6,0000,1B5,0000,000,01B5,FFFF,008,100005
05,810C404002,1B6,0000,1B5,0000,000,01B5,FFFF,008,100006
06,810C204002,1B6,0000,1B5,0000,000,01B5,FFFF,008,100007
07,8078104002,1B6,0000,1B5,0000,000,01B5,FFFF,008,100078
78,81A4084002,1B6,0000,1B5,0000,000,01B5,FFFF,008,100079
79,8189044002,1B6,0000,1B5,0000,000,01B5,FFFF,008,10007A
7A,817D024002,1B6,0000,1B5,0000,000,01B5,FFFF,008,10007B
7B,80C4014002,1B6,0000,1B5,0000,000,01B5,FFFF,008,1000C4
C4,80DE801040,1B6,0000,1B5,0000,000,01B5,FFFF,008,1000DE
DE,4000000000,1B6,0000,1B5,0000,000,01B5,FFFF,008,1000DF
DF,8001101040,1B6,0000,1B5,0000,000,01B5,FFFF,008,100001
01,00A0009004,1B6,0000,1B6,0000,000,01B6,FFFF,008,100002
02,0104009420,1B7,0000,1B6,0000,000,01B6,FFFF,008,100003
03,0002009001,1B7,0000,1B6,0000,000,01B6,FFFF,008,100004
04,8109804002,1B7,0000,1B6,0000,000,01B6,FFFF,008,100005
05,810C404002,1B7,0000,1B6,0000,000,01B6,FFFF,008,100006
06,810C204002,1B7,0000,1B6,0000,000,01B6,FFFF,008,100007
07,8078104002,1B7,0000,1B6,0000,000,01B6,FFFF,008,100078
78,81A4084002,1B7,0000,1B6,0000,000,01B6,FFFF,008,100079
79,8189044002,1B7,0000,1B6,0000,000,01B6,FFFF,008,10007A
7A,817D024002,1B7,0000,1B6,0000,000,01B6,FFFF,008,10007B
7B,80C4014002,1B7,0000,1B6,0000,000,01B6,FFFF,008,1000C4
C4,80DE801040,1B7,0000,1B6,0000,000,01B6,FFFF,008,1000DE
DE,4000000000,1B7,0000,1B6,0000,000,01B6,FFFF,008,1000DF
DF,8001101040,1B7,0000,1B6,0000,000,01B6,FFFF,008,100001
01,00A0009004,1B7,0000,1B7,0000,000,01B7,FFFF,008,100002
02,0104009420,1B8,0000,1B7,0000,000,01B7,FFFF,008,100003
03,0002009001,1B8,0000,1B7,0000,000,01B7,FFFF,008,100004
04,8109804002,1B8,0000,1B7,0000,000,01B7,FFFF,008,100005
05,810C404002,1B8,0000,1B7,0000,000,01B7,FFFF,008,100006
06,810C204002,1B8,0000,1B7,0000,000,01B7,FFFF,008,100007
07,8078104002,1B8,0000,1B7,0000,000,01B7,FFFF,008,100078
78,81A4084002,1B8,0000,1B7,0000,000,01B7,FFFF,008,100079
79,8189044002,1B8,0000,1B7,0000,000,01B7,FFFF,008,10007A
7A,817D024002,1B8,0000,1B7,0000,000,01B7,FFFF,008,10007B
7B,80C4014002,1B8,0000,1B7,0000,000,01B7,FFFF,008,1000C4
C4,80DE801040,1B8,0000,1B7,0000,000,01B7,FFFF,008,1000DE
DE,4000000000,1B8,0000,1B7,0000,000,01B7,FFFF,008,1000DF
DF,8001101040,1B8,0000,1B7,0000,000,01B7,FFFF,008,100001
01,00A0009004,1B8,0000,1B8,0000,000,01B8,FFFF,008,100002
02,0104009420,1B9,0000,1B8,0000,000,01B8,FFFF,008,100003
03,0002009001,1B9,0000,1B8,0000,000,01B8,FFFF,008,100004
04,8109804002,1B9,0000,1B8,0000,000,01B8,FFFF,008,100005
05,810C404002,1B9,0000,1B8,0000,000,01B8,FFFF,008,100006
06,810C204002,1B9,0000,1B8,0000,000,01B8,FFFF,008,100007
07,8078104002,1B9,0000,1B8,0000,000,01B8,FFFF,008,100078
78,81A4084002,1B9,0000,1B8,0000,000,01B8,FFFF,008,100079
79,8189044002,1B9,0000,1B8,0000,000,01B8,FFFF,008,10007A
7A,817D024002,1B9,0000,1B8,0000,000,01B8,FFFF,008,10007B
7B,80C4014002,1B9,0000,1B8,0000,000,01B8,FFFF,008,1000C4
C4,80DE801040,1B9,0000,1B8,0000,000,01B8,FFFF,008,1000DE
DE,4000000000,1B9,0000,1B8,0000,000,01B8,FFFF,008,1000DF
DF,8001101040,1B9,0000,1B8,0000,000,01B8,FFFF,008,100001
01,00A0009004,1B9,0000,1B9,0000,000,01B9,FFFF,008,100002
02,0104009420,1BA,0000,1B9,0000,000,01B9,FFFF,008,100003
03,0002009001,1BA,0000,1B9,0000,000,01B9,FFFF,008,100004
04,8109804002,1BA,0000,1B9,0000,000,01B9,FFFF,008,100005
05,810C404002,1BA,0000,1B9,0000,000,01B9,FFFF,008,100006
06,810C204002,1BA,0000,1B9,0000,000,01B9,FFFF,008,100007
07,8078104002,1BA,0000,1B9,0000,000,01B9,FFFF,008,100078
78,81A4084002,1BA,0000,1B9,0000,000,01B9,FFFF,008,100079
79,8189044002,1BA,0000,1B9,0000,000,01B9,FFFF,008,10007A
7A,817D024002,1BA,0000,1B9,0000,000,01B9,FFFF,008,10007B
7B,80C4014002,1BA,0000,1B9,0000,000,01B9,FFFF,008,1000C4
C4,80DE801040,1BA,0000,1B9,0000,000,01B9,FFFF,008,1000DE
DE,4000000000,1BA,0000,1B9,0000,000,01B9,FFFF,008,1000DF
DF,8001101040,1BA,0000,1B9,0000,000,01B9,FFFF,008,100001
01,00A0009004,1BA,0000,1BA,0000,000,01BA,FFFF,008,100002
02,0104009420,1BB,0000,1BA,0000,000,01BA,FFFF,008,100003
03,0002009001,1BB,0000,1BA,0000,000,01BA,FFFF,008,100004
04,8109804002,1BB,0000,1BA,0000,000,01BA,FFFF,008,100005
05,810C404002,1BB,0000,1BA,0000,000,01BA,FFFF,008,100006
06,810C204002,1BB,0000,1BA,0000,000,01BA,FFFF,008,100007
07,8078104002,1BB,0000,1BA,0000,000,01BA,FFFF,008,100078
78,81A4084002,1BB,0000,1BA,0000,000,01BA,FFFF,008,100079
79,8189044002,1BB,0000,1BA,0000,000,01BA,FFFF,008,10007A
7A,817D024002,1BB,0000,1BA,0000,000,01BA,FFFF,008,10007B
7B,80C4014002,1BB,0000,1BA,0000,000,01BA,FFFF,008,1000C4
C4,80DE801040,1BB,0000,1BA,0000,000,01BA,FFFF,008,1000DE
DE,4000000000,1BB,0000,1BA,0000,000,01BA,FFFF,008,1000DF
DF,8001101040,1BB,0000,1BA,0000,000,01BA,FFFF,008,100001
01,00A0009004,1BB,0000,1BB,0000,000,01BB,FFFF,008,100002
02,0104009420,1BC,0000,1BB,0000,000,01BB,FFFF,008,100003
03,0002009001,1BC,0000,1BB,0000,000,01BB,FFFF,008,100004
04,8109804002,1BC,0000,1BB,0000,000,01BB,FFFF,008,100005
05,810C404002,1BC,0000,1BB,0000,000,01BB,FFFF,008,100006
06,810C204002,1BC,0000,1BB,0000,000,01BB,FFFF,008,100007
07,8078104002,1BC,0000,1BB,0000,000,01BB,FFFF,008,100078
78,81A4084002,1BC,0000,1BB,0000,000,01BB,FFFF,008,100079
79,8189044002,1BC,0000,1BB,0000,000,01BB,FFFF,008,10007A
7A,817D024002,1BC,0000,1BB,0000,000,01BB,FFFF,008,10007B
7B,80C4014002,1BC,0000,1BB,0000,000,01BB,FFFF,008,1000C4
C4,80DE801040,1BC,0000,1BB,0000,000,01BB,FFFF,008,1000DE
DE,4000000000,1BC,0000,1BB,0000,000,01BB,FFFF,008,1000DF
DF,8001101040,1BC,0000,1BB,0000,000,01BB,FFFF,008,100001
01,00A0009004,1BC,0000,1BC,0000,000,01BC,FFFF,008,100002
02,0104009420,1BD,0000,1BC,0000,000,01BC,FFFF,008,100003
03,0002009001,1BD,0000,1BC,0000,000,01BC,FFFF,008,100004
04,8109804002,1BD,0000,1BC,0000,000,01BC,FFFF,008,100005
05,810C404002,1BD,0000,1BC,0000,000,01BC,FFFF,008,100006
06,810C204002,1BD,0000,1BC,0000,000,01BC,FFFF,008,100007
07,8078104002,1BD,0000,1BC,0000,000,01BC,FFFF,008,100078
78,81A4084002,1BD,0000,1BC,0000,000,01BC,FFFF,008,100079
79,8189044002,1BD,0000,1BC,0000,000,01BC,FFFF,008,10007A
7A,817D024002,1BD,0000,1BC,0000,000,01BC,FFFF,008,10007B
7B,80C4014002,1BD,0000,1BC,0000,000,01BC,FFFF,008,1000C4
C4,80DE801040,1BD,0000,1BC,0000,000,01BC,FFFF,008,1000DE
DE,4000000000,1BD,0000,1BC,0000,000,01BC,FFFF,008,1000DF
DF,8001101040,1BD,0000,1BC,0000,000,01BC,FFFF,008,100001
01,00A0009004,1BD,0000,1BD,0000,000,01BD,FFFF,008,100002
02,0104009420,1BE,0000,1BD,0000,000,01BD,FFFF,008,100003
03,0002009001,1BE,0000,1BD,0000,000,01BD,FFFF,008,100004
04,8109804002,1BE,0000,1BD,0000,000,01BD,FFFF,008,100005
05,810C404002,1BE,0000,1BD,0000,000,01BD,FFFF,008,100006
06,810C204002,1BE,0000,1BD,0000,000,01BD,FFFF,008,100007
07,8078104002,1BE,0000,1BD,0000,000,01BD,FFFF,008,100078
78,81A4084002,1BE,0000,1BD,0000,000,01BD,FFFF,008,100079
79,8189044002,1BE,0000,1BD,0000,000,01BD,FFFF,008,10007A
7A,817D024002,1BE,0000,1BD,0000,000,01BD,FFFF,008,10007B
7B,80C4014002,1BE,0000,1BD,0000,000,01BD,FFFF,008,1000C4
C4,80DE801040,1BE,0000,1BD,0000,000,01BD,FFFF,008,1000DE
DE,4000000000,1BE,0000,1BD,0000,000,01BD,FFFF,008,1000DF
DF,8001101040,1BE,0000,1BD,0000,000,01BD,FFFF,008,100001
01,00A0009004,1BE,0000,1BE,0000,000,01BE,FFFF,008,100002
02,0104009420,1BF,0000,1BE,0000,000,01BE,FFFF,008,100003
03,0002009001,1BF,0000,1BE,0000,000,01BE,FFFF,008,100004
04,8109804002,1BF,0000,1BE,0000,000,01BE,FFFF,008,100005
05,810C404002,1BF,0000,1BE,0000,000,01BE,FFFF,008,100006
06,810C204002,1BF,0000,1BE,0000,000,01BE,FFFF,008,100007
07,8078104002,1BF,0000,1BE,0000,000,01BE,FFFF,008,100078
78,81A4084002,1BF,0000,1BE,0000,000,01BE,FFFF,008,100079
79,8189044002,1BF,0000,1BE,0000,000,01BE,FFFF,008,10007A
7A,817D024002,1BF,0000,1BE,0000,000,01BE,FFFF,008,10007B
7B,80C4014002,1BF,0000,1BE,0000,000,01BE,FFFF,008,1000C4
C4,80DE801040,1BF,0000,1BE,0000,000,01BE,FFFF,008,1000DE
DE,4000000000,1BF,0000,1BE,0000,000,01BE,FFFF,008,1000DF
DF,8001101040,1BF,0000,1BE,0000,000,01BE,FFFF,008,100001
01,00A0009004,1BF,0000,1BF,0000,000,01BF,FFFF,008,100002
02,0104009420,1C0,0000,1BF,0000,000,01BF,FFFF,008,100003
03,0002009001,1C0,0000,1BF,0000,000,01BF,FFFF,008,100004
04,8109804002,1C0,0000,1BF,0000,000,01BF,FFFF,008,100005
05,810C404002,1C0,0000,1BF,0000,000,01BF,FFFF,008,100006
06,810C204002,1C0,0000,1BF,0000,000,01BF,FFFF,008,100007
07,8078104002,1C0,0000,1BF,0000,000,01BF,FFFF,008,100078
78,81A4084002,1C0,0000,1BF,0000,000,01BF,FFFF,008,100079
79,8189044002,1C0,0000,1BF,0000,000,01BF,FFFF,008,10007A
7A,817D024002,1C0,0000,1BF,0000,000,01BF,FFFF,008,10007B
7B,80C4014002,1C0,0000,1BF,0000,000,01BF,FFFF,008,1000C4
C4,80DE801040,1C0,0000,1BF,0000,000,01BF,FFFF,008,1000DE
DE,4000000000,1C0,0000,1BF,0000,000,01BF,FFFF,008,1000DF
DF,8001101040,1C0,0000,1BF,0000,000,01BF,FFFF,008,100001
01,00A0009004,1C0,0000,1C0,0000,000,01C0,FFFF,008,100002
02,0104009420,1C1,0000,1C0,0000,000,01C0,FFFF,008,100003
03,0002009001,1C1,0000,1C0,0000,000,01C0,FFFF,008,100004
04,8109804002,1C1,0000,1C0,0000,000,01C0,FFFF,008,100005
05,810C404002,1C1,0000,1C0,0000,000,01C0,FFFF,008,100006
06,810C204002,1C1,0000,1C0,0000,000,01C0,FFFF,008,100007
07,8078104002,1C1,0000,1C0,0000,000,01C0,FFFF,008,100078
78,81A4084002,1C1,0000,1C0,0000,000,01C0,FFFF,008,100079
79,8189044002,1C1,0000,1C0,0000,000,01C0,FFFF,008,10007A
7A,817D024002,1C1,0000,1C0,0000,000,01C0,FFFF,008,10007B
7B,80C4014002,1C1,0000,1C0,0000,000,01C0,FFFF,008,1000C4
C4,80DE801040,1C1,0000,1C0,0000,000,01C0,FFFF,008,1000DE
DE,4000000000,1C1,0000,1C0,0000,000,01C0,FFFF,008,1000DF
DF,8001101040,1C1,0000,1C0,0000,000,01C0,FFFF,008,100001
01,00A0009004,1C1,0000,1C1,0000,000,01C1,FFFF,008,100002
02,0104009420,1C2,0000,1C1,0000,000,01C1,FFFF,008,100003
03,0002009001,1C2,0000,1C1,0000,000,01C1,FFFF,008,100004
04,8109804002,1C2,0000,1C1,0000,000,01C1,FFFF,008,100005
05,810C404002,1C2,0000,1C1,0000,000,01C1,FFFF,008,100006
06,810C204002,1C2,0000,1C1,0000,000,01C1,FFFF,008,100007
07,8078104002,1C2,0000,1C1,0000,000,01C1,FFFF,008,100078
78,81A4084002,1C2,0000,1C1,0000,000,01C1,FFFF,008,100079
79,8189044002,1C2,0000,1C1,0000,000,01C1,FFFF,008,10007A
7A,817D024002,1C2,0000,1C1,0000,000,01C1,FFFF,008,10007B
7B,80C4014002,1C2,0000,1C1,0000,000,01C1,FFFF,008,1000C4
C4,80DE801040,1C2,0000,1C1,0000,000,01C1,FFFF,008,1000DE
DE,4000000000,1C2,0000,1C1,0000,000,01C1,FFFF,008,1000DF
DF,8001101040,1C2,0000,1C1,0000,000,01C1,FFFF,008,100001
01,00A0009004,1C2,0000,1C2,0000,000,01C2,FFFF,008,100002
02,0104009420,1C3,0000,1C2,0000,000,01C2,FFFF,008,100003
03,0002009001,1C3,0000,1C2,0000,000,01C2,FFFF,008,100004
04,8109804002,1C3,0000,1C2,0000,000,01C2,FFFF,008,100005
05,810C404002,1C3,0000,1C2,0000,000,01C2,FFFF,008,100006
06,810C204002,1C3,0000,1C2,0000,000,01C2,FFFF,008,100007
07,8078104002,1C3,0000,1C2,0000,000,01C2,FFFF,008,100078
78,81A4084002,1C3,0000,1C2,0000,000,01C2,FFFF,008,100079
79,8189044002,1C3,0000,1C2,0000,000,01C2,FFFF,008,10007A
7A,817D024002,1C3,0000,1C2,0000,000,01C2,FFFF,008,10007B
7B,80C4014002,1C3,0000,1C2,0000,000,01C2,FFFF,008,1000C4
C4,80DE801040,1C3,0000,1C2,0000,000,01C2,FFFF,008,1000DE
DE,4000000000,1C3,0000,1C2,0000,000,01C2,FFFF,008,1000DF
DF,8001101040,1C3,0000,1C2,0000,000,01C2,FFFF,008,100001
01,00A0009004,1C3,0000,1C3,0000,000,01C3,FFFF,008,100002
02,0104009420,1C4,0000,1C3,0000,000,01C3,FFFF,008,100003
03,0002009001,1C4,0000,1C3,0000,000,01C3,FFFF,008,100004
04,8109804002,1C4,0000,1C3,0000,000,01C3,FFFF,008,100005
05,810C404002,1C4,0000,1C3,0000,000,01C3,FFFF,008,100006
06,810C204002,1C4,0000,1C3,0000,000,01C3,FFFF,008,100007
07,8078104002,1C4,0000,1C3,0000,000,01C3,FFFF,008,100078
78,81A4084002,1C4,0000,1C3,0000,000,01C3,FFFF,008,100079
79,8189044002,1C4,0000,1C3,0000,000,01C3,FFFF,008,10007A
7A,817D024002,1C4,0000,1C3,0000,000,01C3,FFFF,008,10007B
