Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
1C,8120024002,3B1,EEF2,3B0,EEF2,000,FFF2,FFFF,001,000120
20,8023014002,3B1,EEF2,3B0,EEF2,000,FFF2,FFFF,001,000123
23,0001009024,3B1,EEF2,3B0,03A3,000,FFF2,FFFF,001,000124
24,8026804002,3B1,EEF2,3B0,03A3,000,FFF2,FFFF,001,000125
25,814A404002,3B1,EEF2,3B0,03A3,000,FFF2,FFFF,001,00014A
4A,8153204002,3B1,EEF2,3B0,03A3,000,FFF2,FFFF,001,000153
53,0080009001,3B1,EEF2,3A3,03A3,000,FFF2,FFFF,001,000154
54,0001009010,3B1,EEF2,3A3,FFFF,000,FFF2,FFFF,001,000155
55,0200000000,3B1,EEF2,3A3,FFFF,000,FFF2,FFFF,001,000156
56,80C4101040,3B1,EEF2,3A3,FFFF,000,FFF2,FFFF,001,0001C4
C4,80DE801040,3B1,EEF2,3A3,FFFF,000,FFF2,FFFF,001,0001DE
DE,4000000000,3B1,EEF2,3A3,FFFF,000,FFF2,FFFF,001,0001DF
DF,8001101040,3B1,EEF2,3A3,FFFF,000,FFF2,FFFF,001,000101
01,00A0009004,3B1,EEF2,3B1,FFFF,000,03B1,FFFF,001,000102
02,0104009420,3B2,EEF2,3B1,83A2,000,03B1,FFFF,001,000103
03,0002009001,3B2,83A2,3B1,83A2,000,03B1,FFFF,001,000104
04,8109804002,3B2,83A2,3B1,83A2,000,03B1,FFFF,001,000109
09,800C404002,3B2,83A2,3B1,83A2,000,03B1,FFFF,001,00010C
0C,8024084002,3B2,83A2,3B1,83A2,000,03B1,FFFF,001,000124
24,8026804002,3B2,83A2,3B1,83A2,000,03B1,FFFF,001,000125
25,814A404002,3B2,83A2,3B1,83A2,000,03B1,FFFF,001,000126
26,0080009001,3B2,83A2,3A2,83A2,000,03B1,FFFF,001,000127
27,0100000000,3B2,83A2,3A2,0003,000,03B1,FFFF,001,000128
28,813C804002,3B2,83A2,3A2,0003,000,03B1,FFFF,001,00013C
3C,8143204002,3B2,83A2,3A2,0003,000,03B1,FFFF,001,00013D
3D,81E0104002,3B2,83A2,3A2,0003,000,03B1,FFFF,001,00013E
3E,0001009201,3B2,83A2,3A2,0002,000,03B1,FFFF,001,00013F
3F,0220009201,3B2,83A2,3A2,0002,000,0001,FFFF,001,000140
40,80C4804020,3B2,83A2,3A2,0002,000,0001,FFFF,001,0001C4
C4,80DE801040,3B2,83A2,3A2,0002,000,0001,FFFF,001,0001DE
DE,4000000000,3B2,83A2,3A2,0002,000,0001,FFFF,001,0001DF
DF,8001101040,3B2,83A2,3A2,0002,000,0001,FFFF,001,000101
01,00A0009004,3B2,83A2,3B2,0002,000,03B2,FFFF,001,000102
02,0104009420,3B3,83A2,3B2,CEF9,000,03B2,FFFF,001,000103
03,0002009001,3B3,CEF9,3B2,CEF9,000,03B2,FFFF,001,000104
04,8109804002,3B3,CEF9,3B2,CEF9,000,03B2,FFFF,001,000109
09,800C404002,3B3,CEF9,3B2,CEF9,000,03B2,FFFF,001,00010A
0A,800C204002,3B3,CEF9,3B2,CEF9,000,03B2,FFFF,001,00010C
0C,8024084002,3B3,CEF9,3B2,CEF9,000,03B2,FFFF,001,00010D
0D,0020011002,3B3,CEF9,3B2,CEF9,000,FFF9,FFFF,001,00010E
0E,811C044002,3B3,CEF9,3B2,CEF9,000,FFF9,FFFF,001,00011C
1C,8120024002,3B3,CEF9,3B2,CEF9,000,FFF9,FFFF,001,000120
20,8023014002,3B3,CEF9,3B2,CEF9,000,FFF9,FFFF,001,000123
23,0001009024,3B3,CEF9,3B2,03AC,000,FFF9,FFFF,001,000124
24,8026804002,3B3,CEF9,3B2,03AC,000,FFF9,FFFF,001,000125
25,814A404002,3B3,CEF9,3B2,03AC,000,FFF9,FFFF,001,00014A
4A,8153204002,3B3,CEF9,3B2,03AC,000,FFF9,FFFF,001,00014B
4B,814E104002,3B3,CEF9,3B2,03AC,000,FFF9,FFFF,001,00014C
4C,0004009001,3AC,CEF9,3B2,03AC,000,FFF9,FFFF,001,00014D
4D,80C4101040,3AC,CEF9,3B2,03AC,000,FFF9,FFFF,001,0001C4
C4,80DE801040,3AC,CEF9,3B2,03AC,000,FFF9,FFFF,001,0001DE
DE,4000000000,3AC,CEF9,3B2,03AC,000,FFF9,FFFF,001,0001DF
DF,8001101040,3AC,CEF9,3B2,03AC,000,FFF9,FFFF,001,000101
01,00A0009004,3AC,CEF9,3AC,03AC,000,03AC,FFFF,001,000102
02,0104009420,3AD,CEF9,3AC,AAF4,000,03AC,FFFF,001,000103
03,0002009001,3AD,AAF4,3AC,AAF4,000,03AC,FFFF,001,000104
04,8109804002,3AD,AAF4,3AC,AAF4,000,03AC,FFFF,001,000109
09,800C404002,3AD,AAF4,3AC,AAF4,000,03AC,FFFF,001,00010C
0C,8024084002,3AD,AAF4,3AC,AAF4,000,03AC,FFFF,001,00010D
0D,0020011002,3AD,AAF4,3AC,AAF4,000,FFF4,FFFF,001,00010E
0E,811C044002,3AD,AAF4,3AC,AAF4,000,FFF4,FFFF,001,00010F
0F,0080009024,3AD,AAF4,3A1,AAF4,000,FFF4,FFFF,001,000110
10,0100000000,3AD,AAF4,3A1,03B6,000,FFF4,FFFF,001,000111
11,8114024002,3AD,AAF4,3A1,03B6,000,FFF4,FFFF,001,000114
14,8119014002,3AD,AAF4,3A1,03B6,000,FFF4,FFFF,001,000115
15,0001009401,3AD,AAF4,3A1,03B7,000,FFF4,FFFF,001,000116
16,0200000000,3AD,AAF4,3A1,03B7,000,FFF4,FFFF,001,000117
17,0001009201,3AD,AAF4,3A1,03B6,000,FFF4,FFFF,001,000118
18,8024101040,3AD,AAF4,3A1,03B6,000,FFF4,FFFF,001,000124
24,8026804002,3AD,AAF4,3A1,03B6,000,FFF4,FFFF,001,000125
25,814A404002,3AD,AAF4,3A1,03B6,000,FFF4,FFFF,001,000126
26,0080009001,3AD,AAF4,3B6,03B6,000,FFF4,FFFF,001,000127
27,0100000000,3AD,AAF4,3B6,0062,000,FFF4,FFFF,001,000128
28,813C804002,3AD,AAF4,3B6,0062,000,FFF4,FFFF,001,00013C
3C,8143204002,3AD,AAF4,3B6,0062,000,FFF4,FFFF,001,000143
43,8146104002,3AD,AAF4,3B6,0062,000,FFF4,FFFF,001,000144
44,0010C09001,3AD,AAF4,3B6,0062,000,FFF4,0062,001,000145
45,80C4101040,3AD,AAF4,3B6,0062,000,FFF4,0062,001,0001C4
C4,80DE801040,3AD,AAF4,3B6,0062,000,FFF4,0062,001,0001DE
DE,4000000000,3AD,AAF4,3B6,0062,000,FFF4,0062,001,0001DF
DF,8001101040,3AD,AAF4,3B6,0062,000,FFF4,0062,001,000101
01,00A0009004,3AD,AAF4,3AD,0062,000,03AD,0062,001,000102
02,0104009420,3AE,AAF4,3AD,F003,000,03AD,0062,001,000103
03,0002009001,3AE,F003,3AD,F003,000,03AD,0062,001,000104
04,8109804002,3AE,F003,3AD,F003,000,03AD,0062,001,000109
09,800C404002,3AE,F003,3AD,F003,000,03AD,0062,001,00010A
0A,800C204002,3AE,F003,3AD,F003,000,03AD,0062,001,00010B
0B,8157104002,3AE,F003,3AD,F003,000,03AD,0062,001,000157
57,8171084002,3AE,F003,3AD,F003,000,03AD,0062,001,000158
58,8166044002,3AE,F003,3AD,F003,000,03AD,0062,001,000159
59,8161024002,3AE,F003,3AD,F003,000,03AD,0062,001,00015A
5A,815F014002,3AE,F003,3AD,F003,000,03AD,0062,001,00015B
5B,80C4041040,3AE,F003,3AD,F003,000,03AD,0062,001,0001C4
C4,80DE801040,3AE,F003,3AD,F003,000,03AD,0062,001,0001DE
DE,4000000000,3AE,F003,3AD,F003,000,03AD,0062,001,0001DF
DF,8001101040,3AE,F003,3AD,F003,000,03AD,0062,001,000101
01,00A0009004,3AE,F003,3AE,F003,000,03AE,0062,001,000102
02,0104009420,3AF,F003,3AE,7EF4,000,03AE,0062,001,000103
03,0002009001,3AF,7EF4,3AE,7EF4,000,03AE,0062,001,000104
04,8109804002,3AF,7EF4,3AE,7EF4,000,03AE,0062,001,000105
05,810C404002,3AF,7EF4,3AE,7EF4,000,03AE,0062,001,00010C
0C,8024084002,3AF,7EF4,3AE,7EF4,000,03AE,0062,001,00010D
0D,0020011002,3AF,7EF4,3AE,7EF4,000,FFF4,0062,001,00010E
0E,811C044002,3AF,7EF4,3AE,7EF4,000,FFF4,0062,001,00011C
1C,8120024002,3AF,7EF4,3AE,7EF4,000,FFF4,0062,001,000120
20,8023014002,3AF,7EF4,3AE,7EF4,000,FFF4,0062,001,000123
23,0001009024,3AF,7EF4,3AE,03A3,000,FFF4,0062,001,000124
24,8026804002,3AF,7EF4,3AE,03A3,000,FFF4,0062,001,000126
26,0080009001,3AF,7EF4,3A3,03A3,000,FFF4,0062,001,000127
27,0100000000,3AF,7EF4,3A3,FFFF,000,FFF4,0062,001,000128
28,813C804002,3AF,7EF4,3A3,FFFF,000,FFF4,0062,001,000129
29,8130404002,3AF,7EF4,3A3,FFFF,000,FFF4,0062,001,000130
30,8137204002,3AF,7EF4,3A3,FFFF,000,FFF4,0062,001,000137
37,813A104002,3AF,7EF4,3A3,FFFF,000,FFF4,0062,001,00013A
3A,0000E09511,3AF,7EF4,3A3,FFFF,000,FFF4,0062,000,00003B
3B,80C4101040,3AF,7EF4,3A3,FFFF,000,FFF4,0062,000,0000C4
C4,80DE801040,3AF,7EF4,3A3,FFFF,000,FFF4,0062,000,0000DE
DE,4000000000,3AF,7EF4,3A3,FFFF,000,FFF4,0062,000,0000DF
DF,8001101040,3AF,7EF4,3A3,FFFF,000,FFF4,0062,000,000001
01,00A0009004,3AF,7EF4,3AF,FFFF,000,03AF,0062,000,000002
02,0104009420,3B0,7EF4,3AF,F801,000,03AF,0062,000,000003
03,0002009001,3B0,F801,3AF,F801,000,03AF,0062,000,000004
04,8109804002,3B0,F801,3AF,F801,000,03AF,0062,000,000009
09,800C404002,3B0,F801,3AF,F801,000,03AF,0062,000,00000A
0A,800C204002,3B0,F801,3AF,F801,000,03AF,0062,000,00000B
0B,8157104002,3B0,F801,3AF,F801,000,03AF,0062,000,000057
57,8171084002,3B0,F801,3AF,F801,000,03AF,0062,000,000071
71,81E0044002,3B0,F801,3AF,F801,000,03AF,0062,000,000072
72,81E0024002,3B0,F801,3AF,F801,000,03AF,0062,000,000073
73,8176014002,3B0,F801,3AF,F801,000,03AF,0062,000,000074
74,806D081040,3B0,F801,3AF,F801,000,03AF,0062,000,00006D
6D,815C021040,3B0,F801,3AF,F801,000,03AF,0062,000,00006E
6E,80C4101040,3B0,F801,3AF,F801,000,03AF,0062,000,0000C4
C4,80DE801040,3B0,F801,3AF,F801,000,03AF,0062,000,0000DE
DE,4000000000,3B0,F801,3AF,F801,000,03AF,0062,000,0000DF
DF,8001101040,3B0,F801,3AF,F801,000,03AF,0062,000,000001
01,00A0009004,3B0,F801,3B0,F801,000,03B0,0062,000,000002
02,0104009420,3B1,F801,3B0,EEF2,000,03B0,0062,000,000003
03,0002009001,3B1,EEF2,3B0,EEF2,000,03B0,0062,000,000004
04,8109804002,3B1,EEF2,3B0,EEF2,000,03B0,0062,000,000009
09,800C404002,3B1,EEF2,3B0,EEF2,000,03B0,0062,000,00000A
0A,800C204002,3B1,EEF2,3B0,EEF2,000,03B0,0062,000,00000B
0B,8157104002,3B1,EEF2,3B0,EEF2,000,03B0,0062,000,00000C
0C,8024084002,3B1,EEF2,3B0,EEF2,000,03B0,0062,000,00000D
0D,0020011002,3B1,EEF2,3B0,EEF2,000,FFF2,0062,000,00000E
0E,811C044002,3B1,EEF2,3B0,EEF2,000,FFF2,0062,000,00001C
1C,8120024002,3B1,EEF2,3B0,EEF2,000,FFF2,0062,000,000020
20,8023014002,3B1,EEF2,3B0,EEF2,000,FFF2,0062,000,000023
23,0001009024,3B1,EEF2,3B0,03A3,000,FFF2,0062,000,000024
24,8026804002,3B1,EEF2,3B0,03A3,000,FFF2,0062,000,000025
25,814A404002,3B1,EEF2,3B0,03A3,000,FFF2,0062,000,00004A
4A,8153204002,3B1,EEF2,3B0,03A3,000,FFF2,0062,000,000053
53,0080009001,3B1,EEF2,3A3,03A3,000,FFF2,0062,000,000054
54,0001009010,3B1,EEF2,3A3,0062,000,FFF2,0062,000,000055
55,0200000000,3B1,EEF2,3A3,0062,000,FFF2,0062,000,000056
56,80C4101040,3B1,EEF2,3A3,0062,000,FFF2,0062,000,0000C4
C4,80DE801040,3B1,EEF2,3A3,0062,000,FFF2,0062,000,0000DE
DE,4000000000,3B1,EEF2,3A3,0062,000,FFF2,0062,000,0000DF
DF,8001101040,3B1,EEF2,3A3,0062,000,FFF2,0062,000,000001
01,00A0009004,3B1,EEF2,3B1,0062,000,03B1,0062,000,000002
02,0104009420,3B2,EEF2,3B1,83A2,000,03B1,0062,000,000003
03,0002009001,3B2,83A2,3B1,83A2,000,03B1,0062,000,000004
04,8109804002,3B2,83A2,3B1,83A2,000,03B1,0062,000,000009
09,800C404002,3B2,83A2,3B1,83A2,000,03B1,0062,000,00000C
0C,8024084002,3B2,83A2,3B1,83A2,000,03B1,0062,000,000024
24,8026804002,3B2,83A2,3B1,83A2,000,03B1,0062,000,000025
25,814A404002,3B2,83A2,3B1,83A2,000,03B1,0062,000,000026
26,0080009001,3B2,83A2,3A2,83A2,000,03B1,0062,000,000027
27,0100000000,3B2,83A2,3A2,0002,000,03B1,0062,000,000028
28,813C804002,3B2,83A2,3A2,0002,000,03B1,0062,000,00003C
3C,8143204002,3B2,83A2,3A2,0002,000,03B1,0062,000,00003D
3D,81E0104002,3B2,83A2,3A2,0002,000,03B1,0062,000,00003E
3E,0001009201,3B2,83A2,3A2,0001,000,03B1,0062,000,00003F
3F,0220009201,3B2,83A2,3A2,0001,000,0000,0062,000,000040
40,80C4804020,3B2,83A2,3A2,0001,000,0000,0062,000,0000C4
C4,80DE801040,3B2,83A2,3A2,0001,000,0000,0062,000,0000DE
DE,4000000000,3B2,83A2,3A2,0001,000,0000,0062,000,0000DF
DF,8001101040,3B2,83A2,3A2,0001,000,0000,0062,000,000001
01,00A0009004,3B2,83A2,3B2,0001,000,03B2,0062,000,000002
02,0104009420,3B3,83A2,3B2,CEF9,000,03B2,0062,000,000003
03,0002009001,3B3,CEF9,3B2,CEF9,000,03B2,0062,000,000004
04,8109804002,3B3,CEF9,3B2,CEF9,000,03B2,0062,000,000009
09,800C404002,3B3,CEF9,3B2,CEF9,000,03B2,0062,000,00000A
0A,800C204002,3B3,CEF9,3B2,CEF9,000,03B2,0062,000,00000C
0C,8024084002,3B3,CEF9,3B2,CEF9,000,03B2,0062,000,00000D
0D,0020011002,3B3,CEF9,3B2,CEF9,000,FFF9,0062,000,00000E
0E,811C044002,3B3,CEF9,3B2,CEF9,000,FFF9,0062,000,00001C
1C,8120024002,3B3,CEF9,3B2,CEF9,000,FFF9,0062,000,000020
20,8023014002,3B3,CEF9,3B2,CEF9,000,FFF9,0062,000,000023
23,0001009024,3B3,CEF9,3B2,03AC,000,FFF9,0062,000,000024
24,8026804002,3B3,CEF9,3B2,03AC,000,FFF9,0062,000,000025
25,814A404002,3B3,CEF9,3B2,03AC,000,FFF9,0062,000,00004A
4A,8153204002,3B3,CEF9,3B2,03AC,000,FFF9,0062,000,00004B
4B,814E104002,3B3,CEF9,3B2,03AC,000,FFF9,0062,000,00004C
4C,0004009001,3AC,CEF9,3B2,03AC,000,FFF9,0062,000,00004D
4D,80C4101040,3AC,CEF9,3B2,03AC,000,FFF9,0062,000,0000C4
C4,80DE801040,3AC,CEF9,3B2,03AC,000,FFF9,0062,000,0000DE
DE,4000000000,3AC,CEF9,3B2,03AC,000,FFF9,0062,000,0000DF
DF,8001101040,3AC,CEF9,3B2,03AC,000,FFF9,0062,000,000001
01,00A0009004,3AC,CEF9,3AC,03AC,000,03AC,0062,000,000002
02,0104009420,3AD,CEF9,3AC,AAF4,000,03AC,0062,000,000003
03,0002009001,3AD,AAF4,3AC,AAF4,000,03AC,0062,000,000004
04,8109804002,3AD,AAF4,3AC,AAF4,000,03AC,0062,000,000009
09,800C404002,3AD,AAF4,3AC,AAF4,000,03AC,0062,000,00000C
0C,8024084002,3AD,AAF4,3AC,AAF4,000,03AC,0062,000,00000D
0D,0020011002,3AD,AAF4,3AC,AAF4,000,FFF4,0062,000,00000E
0E,811C044002,3AD,AAF4,3AC,AAF4,000,FFF4,0062,000,00000F
0F,0080009024,3AD,AAF4,3A1,AAF4,000,FFF4,0062,000,000010
10,0100000000,3AD,AAF4,3A1,03B7,000,FFF4,0062,000,000011
11,8114024002,3AD,AAF4,3A1,03B7,000,FFF4,0062,000,000014
14,8119014002,3AD,AAF4,3A1,03B7,000,FFF4,0062,000,000015
15,0001009401,3AD,AAF4,3A1,03B8,000,FFF4,0062,000,000016
16,0200000000,3AD,AAF4,3A1,03B8,000,FFF4,0062,000,000017
17,0001009201,3AD,AAF4,3A1,03B7,000,FFF4,0062,000,000018
18,8024101040,3AD,AAF4,3A1,03B7,000,FFF4,0062,000,000024
24,8026804002,3AD,AAF4,3A1,03B7,000,FFF4,0062,000,000025
25,814A404002,3AD,AAF4,3A1,03B7,000,FFF4,0062,000,000026
26,0080009001,3AD,AAF4,3B7,03B7,000,FFF4,0062,000,000027
27,0100000000,3AD,AAF4,3B7,0005,000,FFF4,0062,000,000028
28,813C804002,3AD,AAF4,3B7,0005,000,FFF4,0062,000,00003C
3C,8143204002,3AD,AAF4,3B7,0005,000,FFF4,0062,000,000043
43,8146104002,3AD,AAF4,3B7,0005,000,FFF4,0062,000,000044
44,0010C09001,3AD,AAF4,3B7,0005,000,FFF4,0005,000,000045
45,80C4101040,3AD,AAF4,3B7,0005,000,FFF4,0005,000,0000C4
C4,80DE801040,3AD,AAF4,3B7,0005,000,FFF4,0005,000,0000DE
DE,4000000000,3AD,AAF4,3B7,0005,000,FFF4,0005,000,0000DF
DF,8001101040,3AD,AAF4,3B7,0005,000,FFF4,0005,000,000001
01,00A0009004,3AD,AAF4,3AD,0005,000,03AD,0005,000,000002
02,0104009420,3AE,AAF4,3AD,F003,000,03AD,0005,000,000003
03,0002009001,3AE,F003,3AD,F003,000,03AD,0005,000,000004
04,8109804002,3AE,F003,3AD,F003,000,03AD,0005,000,000009
09,800C404002,3AE,F003,3AD,F003,000,03AD,0005,000,00000A
0A,800C204002,3AE,F003,3AD,F003,000,03AD,0005,000,00000B
0B,8157104002,3AE,F003,3AD,F003,000,03AD,0005,000,000057
57,8171084002,3AE,F003,3AD,F003,000,03AD,0005,000,000058
58,8166044002,3AE,F003,3AD,F003,000,03AD,0005,000,000059
59,8161024002,3AE,F003,3AD,F003,000,03AD,0005,000,00005A
5A,815F014002,3AE,F003,3AD,F003,000,03AD,0005,000,00005B
5B,80C4041040,3AE,F003,3AD,F003,000,03AD,0005,000,0000C4
C4,80DE801040,3AE,F003,3AD,F003,000,03AD,0005,000,0000DE
DE,4000000000,3AE,F003,3AD,F003,000,03AD,0005,000,0000DF
DF,8001101040,3AE,F003,3AD,F003,000,03AD,0005,000,000001
01,00A0009004,3AE,F003,3AE,F003,000,03AE,0005,000,000002
02,0104009420,3AF,F003,3AE,7EF4,000,03AE,0005,000,000003
03,0002009001,3AF,7EF4,3AE,7EF4,000,03AE,0005,000,000004
04,8109804002,3AF,7EF4,3AE,7EF4,000,03AE,0005,000,000005
05,810C404002,3AF,7EF4,3AE,7EF4,000,03AE,0005,000,00000C
0C,8024084002,3AF,7EF4,3AE,7EF4,000,03AE,0005,000,00000D
0D,0020011002,3AF,7EF4,3AE,7EF4,000,FFF4,0005,000,00000E
0E,811C044002,3AF,7EF4,3AE,7EF4,000,FFF4,0005,000,00001C
1C,8120024002,3AF,7EF4,3AE,7EF4,000,FFF4,0005,000,000020
20,8023014002,3AF,7EF4,3AE,7EF4,000,FFF4,0005,000,000023
23,0001009024,3AF,7EF4,3AE,03A3,000,FFF4,0005,000,000024
24,8026804002,3AF,7EF4,3AE,03A3,000,FFF4,0005,000,000026
26,0080009001,3AF,7EF4,3A3,03A3,000,FFF4,0005,000,000027
27,0100000000,3AF,7EF4,3A3,0062,000,FFF4,0005,000,000028
28,813C804002,3AF,7EF4,3A3,0062,000,FFF4,0005,000,000029
29,8130404002,3AF,7EF4,3A3,0062,000,FFF4,0005,000,000030
30,8137204002,3AF,7EF4,3A3,0062,000,FFF4,0005,000,000037
37,813A104002,3AF,7EF4,3A3,0062,000,FFF4,0005,000,00003A
3A,0000E09511,3AF,7EF4,3A3,0062,000,FFF4,0005,008,10003B
3B,80C4101040,3AF,7EF4,3A3,0062,000,FFF4,0005,008,1000C4
C4,80DE801040,3AF,7EF4,3A3,0062,000,FFF4,0005,008,1000DE
DE,4000000000,3AF,7EF4,3A3,0062,000,FFF4,0005,008,1000DF
DF,8001101040,3AF,7EF4,3A3,0062,000,FFF4,0005,008,100001
01,00A0009004,3AF,7EF4,3AF,0062,000,03AF,0005,008,100002
02,0104009420,3B0,7EF4,3AF,F801,000,03AF,0005,008,100003
03,0002009001,3B0,F801,3AF,F801,000,03AF,0005,008,100004
04,8109804002,3B0,F801,3AF,F801,000,03AF,0005,008,100009
09,800C404002,3B0,F801,3AF,F801,000,03AF,0005,008,10000A
0A,800C204002,3B0,F801,3AF,F801,000,03AF,0005,008,10000B
0B,8157104002,3B0,F801,3AF,F801,000,03AF,0005,008,100057
57,8171084002,3B0,F801,3AF,F801,000,03AF,0005,008,100071
71,81E0044002,3B0,F801,3AF,F801,000,03AF,0005,008,100072
72,81E0024002,3B0,F801,3AF,F801,000,03AF,0005,008,100073
73,8176014002,3B0,F801,3AF,F801,000,03AF,0005,008,100074
74,806D081040,3B0,F801,3AF,F801,000,03AF,0005,008,100075
75,806F101040,3B0,F801,3AF,F801,000,03AF,0005,008,10006F
6F,805C021040,3B0,F801,3AF,F801,000,03AF,0005,008,10005C
5C,0020011002,3B0,F801,3AF,F801,000,0001,0005,008,10005D
5D,0004009024,3B1,F801,3AF,F801,000,0001,0005,008,10005E
5E,80C4101040,3B1,F801,3AF,F801,000,0001,0005,008,1000C4
C4,80DE801040,3B1,F801,3AF,F801,000,0001,0005,008,1000DE
DE,4000000000,3B1,F801,3AF,F801,000,0001,0005,008,1000DF
DF,8001101040,3B1,F801,3AF,F801,000,0001,0005,008,100001
01,00A0009004,3B1,F801,3B1,F801,000,03B1,0005,008,100002
02,0104009420,3B2,F801,3B1,83A2,000,03B1,0005,008,100003
03,0002009001,3B2,83A2,3B1,83A2,000,03B1,0005,008,100004
04,8109804002,3B2,83A2,3B1,83A2,000,03B1,0005,008,100009
09,800C404002,3B2,83A2,3B1,83A2,000,03B1,0005,008,10000C
0C,8024084002,3B2,83A2,3B1,83A2,000,03B1,0005,008,100024
24,8026804002,3B2,83A2,3B1,83A2,000,03B1,0005,008,100025
25,814A404002,3B2,83A2,3B1,83A2,000,03B1,0005,008,100026
26,0080009001,3B2,83A2,3A2,83A2,000,03B1,0005,008,100027
27,0100000000,3B2,83A2,3A2,0001,000,03B1,0005,008,100028
28,813C804002,3B2,83A2,3A2,0001,000,03B1,0005,008,10003C
3C,8143204002,3B2,83A2,3A2,0001,000,03B1,0005,008,10003D
3D,81E0104002,3B2,83A2,3A2,0001,000,03B1,0005,008,10003E
3E,0001009201,3B2,83A2,3A2,0000,000,03B1,0005,008,10003F
3F,0220009201,3B2,83A2,3A2,0000,000,FFFF,0005,008,100040
40,80C4804020,3B2,83A2,3A2,0000,000,FFFF,0005,008,100041
41,0004009404,3B3,83A2,3A2,0000,000,FFFF,0005,008,100042
42,80C4101040,3B3,83A2,3A2,0000,000,FFFF,0005,008,1000C4
C4,80DE801040,3B3,83A2,3A2,0000,000,FFFF,0005,008,1000DE
DE,4000000000,3B3,83A2,3A2,0000,000,FFFF,0005,008,1000DF
DF,8001101040,3B3,83A2,3A2,0000,000,FFFF,0005,008,100001
01,00A0009004,3B3,83A2,3B3,0000,000,03B3,0005,008,100002
02,0104009420,3B4,83A2,3B3,0100,000,03B3,0005,008,100003
03,0002009001,3B4,0100,3B3,0100,000,03B3,0005,008,100004
